,year,ndvi
0,2013-05-05T07:45:48.154000,0.2802458091771011
1,2013-05-21T07:46:01.233000,0.10313238888636408
2,2013-06-06T07:46:01.812000,0.5821665704707076
3,2013-06-22T07:45:54.309000,0.5959123438688073
4,2013-07-08T07:45:59.006000,0.46213896740929367
5,2013-07-24T07:45:57.698000,0.3690361112527457
6,2013-08-09T07:46:00.214000,0.2533762853000328
7,2013-08-25T07:46:02.272000,0.2736618675262991
8,2013-09-10T07:46:00.098000,0.2302521703001183
9,2013-09-26T07:45:51.604000,0.29409645311145544
10,2013-10-12T07:45:52.284000,0.2812753776439066
11,2013-10-28T07:45:42.254000,0.19485415383135568
12,2013-12-15T07:45:31.766000,0.0008464537404576395
13,2013-12-31T07:45:23.691000,0.0023790986115795653
14,2014-01-16T07:45:08.343000,0.02328150812730911
15,2014-02-01T07:45:03.332000,0.013667243474363943
16,2014-02-17T07:44:49.477000,0.013648555647158419
17,2014-03-05T07:44:33.850000,0.05471503698627471
18,2014-03-21T07:44:24.049000,0.07353676027855643
19,2014-05-24T07:43:29.639000,0.35574214841727175
20,2014-06-09T07:43:40.276000,0.44490693411174803
21,2014-06-25T07:43:42.211000,0.3011079839505684
22,2014-07-11T07:43:51.039000,0.47200592903412564
23,2014-07-27T07:43:54.053000,0.3268664396923631
24,2014-08-12T07:44:02.676000,0.2743173529329541
25,2014-08-28T07:44:03.972000,0.2390738882467337
26,2014-09-13T07:44:08.308000,0.23114972368666983
27,2014-09-29T07:44:07.813000,0.24616244670097584
28,2014-10-31T07:44:09.788000,0.06434700785782833
29,2014-12-02T07:44:10.819000,0.01948906593262802
30,2015-01-03T07:44:01.769000,0.0297279273794232
31,2015-01-19T07:43:59.104000,0.018074606463841167
32,2015-03-08T07:43:40.512000,-0.014978964575539593
33,2015-04-25T07:43:18.864000,-0.017974880436891195
34,2015-05-27T07:43:03.711000,0.20132960039258996
35,2015-06-12T07:43:15.311000,0.5648491044134087
36,2015-06-28T07:43:21.218000,0.5276776968308214
37,2015-07-14T07:43:31.976000,0.41963651875654867
38,2015-07-30T07:43:36.505000,0.3197926172986628
39,2015-08-15T07:43:42.232000,0.25174146912462037
40,2015-08-31T07:43:47.981000,0.26646973069296453
41,2015-09-16T07:43:55.967000,0.3109884383176506
42,2015-10-18T07:44:01.314000,0.19033350164234386
43,2015-11-03T07:44:06.485000,0.09246461858194621
44,2015-11-19T07:44:07.827000,0.12967716548163663
45,2015-12-05T07:44:07.726000,0.008367376824890018
46,2015-12-21T07:44:08.150000,0.00044901618182951135
47,2016-01-06T07:44:03.752000,-0.00039177680176588685
48,2016-01-22T07:44:04.679000,0.003562959569504877
49,2016-03-10T07:43:51.442000,0.07172169114369611
50,2016-05-29T07:43:38.489000,0.5682696248493886
51,2016-06-14T07:43:41.261000,0.5886651052026458
52,2016-06-30T07:43:49.885000,0.5618766324905061
53,2016-07-16T07:43:57.053000,0.5379764233284072
54,2016-08-01T07:44:00.668000,0.4588191037118559
55,2016-08-17T07:44:04.489000,0.32297739464168745
56,2016-09-02T07:44:11.057000,0.29981458861872823
57,2016-09-18T07:44:13.683000,0.29079983660865505
58,2016-10-04T07:44:15.431000,0.31784747173097866
59,2016-10-20T07:44:44.023000,0.12191497769068789
60,2016-11-05T07:44:19.997000,-0.02221799310905941
61,2016-11-21T07:44:43.958000,0.020767432766863034
62,2016-12-07T07:44:18.248000,0.028787384655283164
63,2016-12-23T07:44:13.752000,-0.005273781057753147
64,2017-01-08T07:44:10.946000,-0.007691399878240192
65,2017-01-24T07:44:05.834000,-0.0031901970586904397
66,2017-02-25T07:43:52.573000,-0.015151870790968932
67,2017-03-13T07:43:44.242000,0.01802923852146269
68,2017-03-29T07:43:35.289000,0.020805324665864752
69,2017-04-30T07:43:16.882000,0.30032951436781646
70,2017-05-16T07:43:26.189000,0.09482799625288242
71,2017-06-01T07:43:59.777000,0.06133072672689215
72,2017-06-17T07:43:42.592000,0.580461668614227
73,2017-07-03T07:43:46.652000,0.47341450306647576
74,2017-07-19T07:43:51.220000,0.36508804445522525
75,2017-08-04T07:43:58.676000,0.17873313333625068
76,2017-08-20T07:44:03.788000,0.2506645525095564
77,2017-09-05T07:44:06.174000,0.24417126880980078
78,2017-09-21T07:44:09.416000,0.20502172302012253
79,2017-10-07T07:44:15.505000,0.24971355786154537
80,2017-10-23T07:44:17.811000,0.25832749666267896
81,2017-11-24T07:44:10.871000,0.03482126335728729
82,2017-12-10T07:44:08.270000,0.023660966069530383
83,2017-12-26T07:44:10.548000,0.022210910468550393
84,2018-01-11T07:44:04.608000,0.015938834482324995
85,2018-01-27T07:44:19.541000,0.02179168623576803
86,2018-02-12T07:43:49.048000,0.023252933992344356
87,2018-02-28T07:43:42.249000,-0.03134686419859853
88,2018-04-01T07:43:26.413000,0.17829717601667827
89,2018-04-17T07:43:17.137000,0.36454940245797185
90,2018-05-03T07:43:08.394000,0.09875437697945208
91,2018-05-19T07:42:57.439000,0.24504357721956324
92,2018-06-04T07:42:46.210000,0.09858673371346063
93,2018-06-20T07:42:56.404000,0.1838596868230435
94,2018-07-06T07:43:05.532000,0.5398911038081154
95,2018-07-22T07:43:12.369000,0.4158770430590457
96,2018-08-07T07:43:21.113000,0.3375100438803035
97,2018-08-23T07:43:29.310000,0.2149100954077024
98,2018-09-08T07:43:35.104000,0.12821960477943453
99,2018-09-24T07:43:40.130000,0.2746124126288805
100,2018-10-10T07:43:48.030000,0.1996424450642533
101,2018-11-11T07:43:55.652000,0.06881473795778462
102,2018-12-29T07:43:52.125000,0.010737349859695466
103,2019-01-14T07:44:13.849000,0.01333610490495946
104,2019-02-15T07:43:44.041000,-0.0013422952110659846
105,2019-03-19T07:43:34.766000,-0.00893367752604686
106,2019-05-06T07:43:27.797000,0.1724985763491368
107,2019-05-22T07:44:01.954000,0.2632950525730849
108,2019-06-23T07:43:51.699000,0.39107290017365043
109,2019-07-09T07:43:55.411000,0.3406881115317227
110,2019-07-25T07:43:59.788000,0.3283047938997714
111,2019-08-10T07:44:06.078000,0.26568493603860716
112,2019-08-26T07:44:10.404000,0.24593584878919691
113,2019-09-11T07:44:38.431000,0.033268060205647605
114,2019-09-27T07:44:19.875000,0.28553625510115277
115,2019-10-13T07:44:22.852000,0.2811675637503694
116,2019-10-29T07:44:23.233000,0.10564134722846288
117,2019-11-14T07:44:20.697000,0.23517254266294427
118,2019-12-16T07:44:17.110000,-0.014922717539576857
119,2020-01-01T07:44:12.664000,0.02798326497234475
120,2020-01-17T07:44:09.567000,0.01618477086042126
121,2020-02-02T07:44:04.285000,-0.0036191968423966384
122,2020-02-18T07:44:24.766000,0.007299987322228305
123,2020-03-05T07:43:55.648000,-0.007065426205762487
124,2020-03-21T07:43:47.927000,0.021587659658204455
125,2020-06-09T07:43:34.833000,0.5101386532472924
126,2020-06-25T07:43:43.672000,0.18203139978093458
127,2020-07-11T07:44:14.386000,0.0476746428931985
128,2020-07-27T07:43:55.356000,0.34517275467800435
129,2020-08-12T07:43:58.450000,0.2841003352626301
130,2020-08-28T07:44:07.088000,0.29464374987900943
131,2020-09-13T07:44:13.625000,0.26759881731765
132,2020-09-29T07:44:18.001000,0.251478246973392
133,2020-10-15T07:44:19.748000,0.1827747536773196
134,2020-10-31T07:44:42.634000,0.1532284050086222
135,2020-12-18T07:44:19.913000,0.025709836267824037
136,2021-01-03T07:44:15.526000,0.024377297084558668
137,2021-02-04T07:44:06.856000,0.03875407413021982
138,2021-04-25T07:43:35.844000,0.28147854528950067
139,2021-05-11T07:43:31.912000,0.4633081906485832
140,2021-05-27T07:43:41.849000,0.5276104474433084
141,2021-06-12T07:43:48.788000,0.34607075102684354
142,2021-06-28T07:43:52.874000,0.29756267891904176
143,2021-07-14T07:43:54.119000,0.09002654328656833
144,2021-07-30T07:44:02.117000,0.24026914645999795
145,2021-08-15T07:44:08.320000,0.23441425973542349
146,2021-08-31T07:44:12.910000,0.20972632180000175
147,2021-09-16T07:44:16.768000,0.20366747426118903
148,2021-10-18T07:44:25.333000,0.15502763554182641
149,2021-11-07T07:43:42.118000,0.26606246746248674
