,x,y,time,temp_avg
107,51.68387771923425,55.58820006989121,2009-04-18,7.8
108,51.68387771923425,55.58820006989121,2009-04-19,10.3
109,51.68387771923425,55.58820006989121,2009-04-20,6.8
110,51.68387771923425,55.58820006989121,2009-04-21,1.8
111,51.68387771923425,55.58820006989121,2009-04-22,1.5
112,51.68387771923425,55.58820006989121,2009-04-23,0.0
113,51.68387771923425,55.58820006989121,2009-04-24,5.0
114,51.68387771923425,55.58820006989121,2009-04-25,4.9
115,51.68387771923425,55.58820006989121,2009-04-26,4.4
116,51.68387771923425,55.58820006989121,2009-04-27,7.7
117,51.68387771923425,55.58820006989121,2009-04-28,15.2
118,51.68387771923425,55.58820006989121,2009-04-29,16.1
119,51.68387771923425,55.58820006989121,2009-04-30,18.7
120,51.68387771923425,55.58820006989121,2009-05-01,16.7
121,51.68387771923425,55.58820006989121,2009-05-02,10.7
122,51.68387771923425,55.58820006989121,2009-05-03,9.5
123,51.68387771923425,55.58820006989121,2009-05-04,12.2
124,51.68387771923425,55.58820006989121,2009-05-05,14.8
125,51.68387771923425,55.58820006989121,2009-05-06,15.3
126,51.68387771923425,55.58820006989121,2009-05-07,18.8
127,51.68387771923425,55.58820006989121,2009-05-08,18.1
128,51.68387771923425,55.58820006989121,2009-05-09,16.7
129,51.68387771923425,55.58820006989121,2009-05-10,15.7
130,51.68387771923425,55.58820006989121,2009-05-11,16.3
131,51.68387771923425,55.58820006989121,2009-05-12,16.7
132,51.68387771923425,55.58820006989121,2009-05-13,16.0
133,51.68387771923425,55.58820006989121,2009-05-14,16.9
134,51.68387771923425,55.58820006989121,2009-05-15,16.7
135,51.68387771923425,55.58820006989121,2009-05-16,12.7
136,51.68387771923425,55.58820006989121,2009-05-17,10.8
137,51.68387771923425,55.58820006989121,2009-05-18,11.2
138,51.68387771923425,55.58820006989121,2009-05-19,10.1
139,51.68387771923425,55.58820006989121,2009-05-20,13.1
140,51.68387771923425,55.58820006989121,2009-05-21,12.2
141,51.68387771923425,55.58820006989121,2009-05-22,13.3
142,51.68387771923425,55.58820006989121,2009-05-23,9.4
143,51.68387771923425,55.58820006989121,2009-05-24,11.4
144,51.68387771923425,55.58820006989121,2009-05-25,14.3
145,51.68387771923425,55.58820006989121,2009-05-26,16.3
146,51.68387771923425,55.58820006989121,2009-05-27,16.6
147,51.68387771923425,55.58820006989121,2009-05-28,17.9
148,51.68387771923425,55.58820006989121,2009-05-29,19.6
149,51.68387771923425,55.58820006989121,2009-05-30,21.1
150,51.68387771923425,55.58820006989121,2009-05-31,20.1
151,51.68387771923425,55.58820006989121,2009-06-01,13.5
152,51.68387771923425,55.58820006989121,2009-06-02,19.1
153,51.68387771923425,55.58820006989121,2009-06-03,21.3
154,51.68387771923425,55.58820006989121,2009-06-04,21.4
155,51.68387771923425,55.58820006989121,2009-06-05,25.4
156,51.68387771923425,55.58820006989121,2009-06-06,26.5
157,51.68387771923425,55.58820006989121,2009-06-07,22.9
158,51.68387771923425,55.58820006989121,2009-06-08,20.5
159,51.68387771923425,55.58820006989121,2009-06-09,22.0
160,51.68387771923425,55.58820006989121,2009-06-10,25.2
161,51.68387771923425,55.58820006989121,2009-06-11,22.8
162,51.68387771923425,55.58820006989121,2009-06-12,22.9
163,51.68387771923425,55.58820006989121,2009-06-13,23.4
164,51.68387771923425,55.58820006989121,2009-06-14,25.5
165,51.68387771923425,55.58820006989121,2009-06-15,25.1
166,51.68387771923425,55.58820006989121,2009-06-16,25.4
167,51.68387771923425,55.58820006989121,2009-06-17,26.6
168,51.68387771923425,55.58820006989121,2009-06-18,24.8
169,51.68387771923425,55.58820006989121,2009-06-19,25.8
170,51.68387771923425,55.58820006989121,2009-06-20,19.5
171,51.68387771923425,55.58820006989121,2009-06-21,20.9
172,51.68387771923425,55.58820006989121,2009-06-22,25.4
173,51.68387771923425,55.58820006989121,2009-06-23,23.7
174,51.68387771923425,55.58820006989121,2009-06-24,18.0
175,51.68387771923425,55.58820006989121,2009-06-25,18.7
176,51.68387771923425,55.58820006989121,2009-06-26,21.0
177,51.68387771923425,55.58820006989121,2009-06-27,18.5
178,51.68387771923425,55.58820006989121,2009-06-28,20.3
179,51.68387771923425,55.58820006989121,2009-06-29,22.5
180,51.68387771923425,55.58820006989121,2009-06-30,19.5
181,51.68387771923425,55.58820006989121,2009-07-01,16.3
182,51.68387771923425,55.58820006989121,2009-07-02,17.9
183,51.68387771923425,55.58820006989121,2009-07-03,19.2
184,51.68387771923425,55.58820006989121,2009-07-04,19.6
185,51.68387771923425,55.58820006989121,2009-07-05,20.7
186,51.68387771923425,55.58820006989121,2009-07-06,16.1
187,51.68387771923425,55.58820006989121,2009-07-07,19.0
188,51.68387771923425,55.58820006989121,2009-07-08,15.4
189,51.68387771923425,55.58820006989121,2009-07-09,17.3
190,51.68387771923425,55.58820006989121,2009-07-10,20.6
191,51.68387771923425,55.58820006989121,2009-07-11,19.6
192,51.68387771923425,55.58820006989121,2009-07-12,21.8
193,51.68387771923425,55.58820006989121,2009-07-13,24.6
194,51.68387771923425,55.58820006989121,2009-07-14,23.6
195,51.68387771923425,55.58820006989121,2009-07-15,24.5
196,51.68387771923425,55.58820006989121,2009-07-16,25.5
197,51.68387771923425,55.58820006989121,2009-07-17,23.8
198,51.68387771923425,55.58820006989121,2009-07-18,24.4
199,51.68387771923425,55.58820006989121,2009-07-19,26.9
200,51.68387771923425,55.58820006989121,2009-07-20,26.1
201,51.68387771923425,55.58820006989121,2009-07-21,22.2
202,51.68387771923425,55.58820006989121,2009-07-22,24.6
203,51.68387771923425,55.58820006989121,2009-07-23,25.8
204,51.68387771923425,55.58820006989121,2009-07-24,22.3
205,51.68387771923425,55.58820006989121,2009-07-25,21.1
206,51.68387771923425,55.58820006989121,2009-07-26,22.4
207,51.68387771923425,55.58820006989121,2009-07-27,22.5
208,51.68387771923425,55.58820006989121,2009-07-28,24.4
209,51.68387771923425,55.58820006989121,2009-07-29,25.6
210,51.68387771923425,55.58820006989121,2009-07-30,22.5
211,51.68387771923425,55.58820006989121,2009-07-31,23.1
212,51.68387771923425,55.58820006989121,2009-08-01,22.1
213,51.68387771923425,55.58820006989121,2009-08-02,20.1
214,51.68387771923425,55.58820006989121,2009-08-03,21.4
215,51.68387771923425,55.58820006989121,2009-08-04,21.8
216,51.68387771923425,55.58820006989121,2009-08-05,22.5
217,51.68387771923425,55.58820006989121,2009-08-06,18.9
218,51.68387771923425,55.58820006989121,2009-08-07,15.4
219,51.68387771923425,55.58820006989121,2009-08-08,14.3
220,51.68387771923425,55.58820006989121,2009-08-09,13.4
221,51.68387771923425,55.58820006989121,2009-08-10,14.2
222,51.68387771923425,55.58820006989121,2009-08-11,18.9
223,51.68387771923425,55.58820006989121,2009-08-12,19.5
224,51.68387771923425,55.58820006989121,2009-08-13,21.3
225,51.68387771923425,55.58820006989121,2009-08-14,20.6
226,51.68387771923425,55.58820006989121,2009-08-15,20.2
227,51.68387771923425,55.58820006989121,2009-08-16,18.8
228,51.68387771923425,55.58820006989121,2009-08-17,15.0
229,51.68387771923425,55.58820006989121,2009-08-18,18.9
230,51.68387771923425,55.58820006989121,2009-08-19,21.6
231,51.68387771923425,55.58820006989121,2009-08-20,22.5
232,51.68387771923425,55.58820006989121,2009-08-21,25.0
233,51.68387771923425,55.58820006989121,2009-08-22,19.4
234,51.68387771923425,55.58820006989121,2009-08-23,16.5
235,51.68387771923425,55.58820006989121,2009-08-24,16.3
236,51.68387771923425,55.58820006989121,2009-08-25,18.1
237,51.68387771923425,55.58820006989121,2009-08-26,19.1
238,51.68387771923425,55.58820006989121,2009-08-27,17.7
239,51.68387771923425,55.58820006989121,2009-08-28,18.7
240,51.68387771923425,55.58820006989121,2009-08-29,19.3
241,51.68387771923425,55.58820006989121,2009-08-30,18.7
242,51.68387771923425,55.58820006989121,2009-08-31,16.7
243,51.68387771923425,55.58820006989121,2009-09-01,15.5
244,51.68387771923425,55.58820006989121,2009-09-02,14.5
245,51.68387771923425,55.58820006989121,2009-09-03,17.4
246,51.68387771923425,55.58820006989121,2009-09-04,19.2
247,51.68387771923425,55.58820006989121,2009-09-05,19.3
248,51.68387771923425,55.58820006989121,2009-09-06,18.8
249,51.68387771923425,55.58820006989121,2009-09-07,18.9
250,51.68387771923425,55.58820006989121,2009-09-08,19.6
251,51.68387771923425,55.58820006989121,2009-09-09,19.9
252,51.68387771923425,55.58820006989121,2009-09-10,16.2
253,51.68387771923425,55.58820006989121,2009-09-11,17.6
254,51.68387771923425,55.58820006989121,2009-09-12,18.3
255,51.68387771923425,55.58820006989121,2009-09-13,18.2
256,51.68387771923425,55.58820006989121,2009-09-14,18.1
257,51.68387771923425,55.58820006989121,2009-09-15,16.7
258,51.68387771923425,55.58820006989121,2009-09-16,15.6
259,51.68387771923425,55.58820006989121,2009-09-17,14.3
260,51.68387771923425,55.58820006989121,2009-09-18,16.7
261,51.68387771923425,55.58820006989121,2009-09-19,16.3
262,51.68387771923425,55.58820006989121,2009-09-20,11.4
263,51.68387771923425,55.58820006989121,2009-09-21,7.2
264,51.68387771923425,55.58820006989121,2009-09-22,9.9
265,51.68387771923425,55.58820006989121,2009-09-23,15.0
266,51.68387771923425,55.58820006989121,2009-09-24,15.2
267,51.68387771923425,55.58820006989121,2009-09-25,15.7
268,51.68387771923425,55.58820006989121,2009-09-26,9.2
269,51.68387771923425,55.58820006989121,2009-09-27,10.1
270,51.68387771923425,55.58820006989121,2009-09-28,9.5
271,51.68387771923425,55.58820006989121,2009-09-29,11.4
272,51.68387771923425,55.58820006989121,2009-09-30,17.9
273,51.68387771923425,55.58820006989121,2009-10-01,12.8
274,51.68387771923425,55.58820006989121,2009-10-02,7.6
275,51.68387771923425,55.58820006989121,2009-10-03,9.3
276,51.68387771923425,55.58820006989121,2009-10-04,7.5
277,51.68387771923425,55.58820006989121,2009-10-05,5.4
278,51.68387771923425,55.58820006989121,2009-10-06,11.7
279,51.68387771923425,55.58820006989121,2009-10-07,5.9
280,51.68387771923425,55.58820006989121,2009-10-08,4.9
281,51.68387771923425,55.58820006989121,2009-10-09,9.0
282,51.68387771923425,55.58820006989121,2009-10-10,6.3
283,51.68387771923425,55.58820006989121,2009-10-11,2.5
284,51.68387771923425,55.58820006989121,2009-10-12,3.3
285,51.68387771923425,55.58820006989121,2009-10-13,7.8
286,51.68387771923425,55.58820006989121,2009-10-14,11.3
287,51.68387771923425,55.58820006989121,2009-10-15,10.0
288,51.68387771923425,55.58820006989121,2009-10-16,8.2
289,51.68387771923425,55.58820006989121,2009-10-17,9.2
290,51.68387771923425,55.58820006989121,2009-10-18,9.1
291,51.68387771923425,55.58820006989121,2009-10-19,11.0
292,51.68387771923425,55.58820006989121,2009-10-20,10.5
293,51.68387771923425,55.58820006989121,2009-10-21,9.4
294,51.68387771923425,55.58820006989121,2009-10-22,5.9
295,51.68387771923425,55.58820006989121,2009-10-23,2.7
296,51.68387771923425,55.58820006989121,2009-10-24,5.6
297,51.68387771923425,55.58820006989121,2009-10-25,3.7
298,51.68387771923425,55.58820006989121,2009-10-26,-3.3
299,51.68387771923425,55.58820006989121,2009-10-27,-2.8
300,51.68387771923425,55.58820006989121,2009-10-28,0.8
301,51.68387771923425,55.58820006989121,2009-10-29,1.8
302,51.68387771923425,55.58820006989121,2009-10-30,4.4
303,51.68387771923425,55.58820006989121,2009-10-31,2.9
304,51.68387771923425,55.58820006989121,2009-11-01,-3.3
305,51.68387771923425,55.58820006989121,2009-11-02,-2.9
306,51.68387771923425,55.58820006989121,2009-11-03,-1.4
307,51.68387771923425,55.58820006989121,2009-11-04,-2.7
308,51.68387771923425,55.58820006989121,2009-11-05,-2.7
309,51.68387771923425,55.58820006989121,2009-11-06,-3.0
310,51.68387771923425,55.58820006989121,2009-11-07,-2.4
311,51.68387771923425,55.58820006989121,2009-11-08,-5.8
312,51.68387771923425,55.58820006989121,2009-11-09,-4.5
313,51.68387771923425,55.58820006989121,2009-11-10,-1.1
314,51.68387771923425,55.58820006989121,2009-11-11,-1.1
315,51.68387771923425,55.58820006989121,2009-11-12,-1.3
316,51.68387771923425,55.58820006989121,2009-11-13,-2.6
317,51.68387771923425,55.58820006989121,2009-11-14,-3.4
318,51.68387771923425,55.58820006989121,2009-11-15,-3.1
319,51.68387771923425,55.58820006989121,2009-11-16,-2.8
320,51.68387771923425,55.58820006989121,2009-11-17,-1.3
321,51.68387771923425,55.58820006989121,2009-11-18,-0.1
322,51.68387771923425,55.58820006989121,2009-11-19,1.4
323,51.68387771923425,55.58820006989121,2009-11-20,-0.3
324,51.68387771923425,55.58820006989121,2009-11-21,-0.9
325,51.68387771923425,55.58820006989121,2009-11-22,-1.2
326,51.68387771923425,55.58820006989121,2009-11-23,-0.3
327,51.68387771923425,55.58820006989121,2009-11-24,1.2
328,51.68387771923425,55.58820006989121,2009-11-25,1.1
329,51.68387771923425,55.58820006989121,2009-11-26,1.6
330,51.68387771923425,55.58820006989121,2009-11-27,0.9
331,51.68387771923425,55.58820006989121,2009-11-28,2.0
332,51.68387771923425,55.58820006989121,2009-11-29,3.3
333,51.68387771923425,55.58820006989121,2009-11-30,3.1
334,51.68387771923425,55.58820006989121,2009-12-01,1.0
335,51.68387771923425,55.58820006989121,2009-12-02,1.1
336,51.68387771923425,55.58820006989121,2009-12-03,0.0
337,51.68387771923425,55.58820006989121,2009-12-04,-0.4
338,51.68387771923425,55.58820006989121,2009-12-05,-2.7
339,51.68387771923425,55.58820006989121,2009-12-06,-11.0
340,51.68387771923425,55.58820006989121,2009-12-07,-15.9
341,51.68387771923425,55.58820006989121,2009-12-08,-18.3
342,51.68387771923425,55.58820006989121,2009-12-09,-12.6
343,51.68387771923425,55.58820006989121,2009-12-10,-12.7
344,51.68387771923425,55.58820006989121,2009-12-11,-17.0
345,51.68387771923425,55.58820006989121,2009-12-12,-17.8
346,51.68387771923425,55.58820006989121,2009-12-13,-12.8
347,51.68387771923425,55.58820006989121,2009-12-14,-8.2
348,51.68387771923425,55.58820006989121,2009-12-15,-19.0
349,51.68387771923425,55.58820006989121,2009-12-16,-26.7
350,51.68387771923425,55.58820006989121,2009-12-17,-31.0
351,51.68387771923425,55.58820006989121,2009-12-18,-27.5
352,51.68387771923425,55.58820006989121,2009-12-19,-13.0
353,51.68387771923425,55.58820006989121,2009-12-20,-9.5
354,51.68387771923425,55.58820006989121,2009-12-21,-9.5
355,51.68387771923425,55.58820006989121,2009-12-22,-15.0
356,51.68387771923425,55.58820006989121,2009-12-23,-8.6
357,51.68387771923425,55.58820006989121,2009-12-24,-13.9
358,51.68387771923425,55.58820006989121,2009-12-25,-16.6
359,51.68387771923425,55.58820006989121,2009-12-26,-7.3
360,51.68387771923425,55.58820006989121,2009-12-27,-4.6
361,51.68387771923425,55.58820006989121,2009-12-28,-1.5
362,51.68387771923425,55.58820006989121,2009-12-29,-1.3
363,51.68387771923425,55.58820006989121,2009-12-30,0.3
364,51.68387771923425,55.58820006989121,2009-12-31,-9.0
365,51.68387771923425,55.58820006989121,2010-01-01,-11.5
366,51.68387771923425,55.58820006989121,2010-01-02,-16.0
367,51.68387771923425,55.58820006989121,2010-01-03,-13.0
368,51.68387771923425,55.58820006989121,2010-01-04,-9.6
369,51.68387771923425,55.58820006989121,2010-01-05,-16.5
370,51.68387771923425,55.58820006989121,2010-01-06,-23.9
371,51.68387771923425,55.58820006989121,2010-01-07,-25.3
372,51.68387771923425,55.58820006989121,2010-01-08,-26.7
373,51.68387771923425,55.58820006989121,2010-01-09,-19.9
374,51.68387771923425,55.58820006989121,2010-01-10,-11.5
375,51.68387771923425,55.58820006989121,2010-01-11,-19.9
376,51.68387771923425,55.58820006989121,2010-01-12,-26.3
377,51.68387771923425,55.58820006989121,2010-01-13,-14.6
378,51.68387771923425,55.58820006989121,2010-01-14,-11.3
379,51.68387771923425,55.58820006989121,2010-01-15,-19.8
380,51.68387771923425,55.58820006989121,2010-01-16,-20.5
381,51.68387771923425,55.58820006989121,2010-01-17,-23.1
382,51.68387771923425,55.58820006989121,2010-01-18,-25.9
383,51.68387771923425,55.58820006989121,2010-01-19,-23.8
384,51.68387771923425,55.58820006989121,2010-01-20,-20.2
385,51.68387771923425,55.58820006989121,2010-01-21,-25.0
386,51.68387771923425,55.58820006989121,2010-01-22,-27.7
387,51.68387771923425,55.58820006989121,2010-01-23,-27.1
388,51.68387771923425,55.58820006989121,2010-01-24,-21.7
389,51.68387771923425,55.58820006989121,2010-01-25,-18.5
390,51.68387771923425,55.58820006989121,2010-01-26,-12.2
391,51.68387771923425,55.58820006989121,2010-01-27,-16.4
392,51.68387771923425,55.58820006989121,2010-01-28,-20.5
393,51.68387771923425,55.58820006989121,2010-01-29,-18.3
394,51.68387771923425,55.58820006989121,2010-01-30,-17.1
395,51.68387771923425,55.58820006989121,2010-01-31,-8.5
396,51.68387771923425,55.58820006989121,2010-02-01,-12.1
397,51.68387771923425,55.58820006989121,2010-02-02,-13.4
398,51.68387771923425,55.58820006989121,2010-02-03,-17.3
399,51.68387771923425,55.58820006989121,2010-02-04,-16.9
400,51.68387771923425,55.58820006989121,2010-02-05,-17.7
401,51.68387771923425,55.58820006989121,2010-02-06,-16.9
402,51.68387771923425,55.58820006989121,2010-02-07,-22.0
403,51.68387771923425,55.58820006989121,2010-02-08,-20.7
404,51.68387771923425,55.58820006989121,2010-02-09,-21.6
405,51.68387771923425,55.58820006989121,2010-02-10,-23.7
406,51.68387771923425,55.58820006989121,2010-02-11,-24.7
407,51.68387771923425,55.58820006989121,2010-02-12,-24.5
408,51.68387771923425,55.58820006989121,2010-02-13,-23.2
409,51.68387771923425,55.58820006989121,2010-02-14,-21.6
410,51.68387771923425,55.58820006989121,2010-02-15,-12.1
411,51.68387771923425,55.58820006989121,2010-02-16,-5.4
412,51.68387771923425,55.58820006989121,2010-02-17,-4.6
413,51.68387771923425,55.58820006989121,2010-02-18,-14.8
414,51.68387771923425,55.58820006989121,2010-02-19,-18.9
415,51.68387771923425,55.58820006989121,2010-02-20,-8.4
416,51.68387771923425,55.58820006989121,2010-02-21,-3.5
417,51.68387771923425,55.58820006989121,2010-02-22,-13.2
418,51.68387771923425,55.58820006989121,2010-02-23,-11.4
419,51.68387771923425,55.58820006989121,2010-02-24,-11.9
420,51.68387771923425,55.58820006989121,2010-02-25,-14.9
421,51.68387771923425,55.58820006989121,2010-02-26,-18.2
422,51.68387771923425,55.58820006989121,2010-02-27,-16.7
423,51.68387771923425,55.58820006989121,2010-02-28,-19.0
424,51.68387771923425,55.58820006989121,2010-03-01,-17.5
425,51.68387771923425,55.58820006989121,2010-03-02,-11.4
426,51.68387771923425,55.58820006989121,2010-03-03,-10.3
427,51.68387771923425,55.58820006989121,2010-03-04,-11.1
428,51.68387771923425,55.58820006989121,2010-03-05,-5.5
429,51.68387771923425,55.58820006989121,2010-03-06,-3.8
430,51.68387771923425,55.58820006989121,2010-03-07,-4.5
431,51.68387771923425,55.58820006989121,2010-03-08,-2.9
432,51.68387771923425,55.58820006989121,2010-03-09,-7.0
433,51.68387771923425,55.58820006989121,2010-03-10,-15.0
434,51.68387771923425,55.58820006989121,2010-03-11,-10.3
435,51.68387771923425,55.58820006989121,2010-03-12,-9.1
436,51.68387771923425,55.58820006989121,2010-03-13,-2.7
437,51.68387771923425,55.58820006989121,2010-03-14,-0.7
438,51.68387771923425,55.58820006989121,2010-03-15,-1.9
439,51.68387771923425,55.58820006989121,2010-03-16,-6.8
440,51.68387771923425,55.58820006989121,2010-03-17,-5.6
441,51.68387771923425,55.58820006989121,2010-03-18,-7.4
442,51.68387771923425,55.58820006989121,2010-03-19,-14.0
443,51.68387771923425,55.58820006989121,2010-03-20,-11.7
444,51.68387771923425,55.58820006989121,2010-03-21,-1.4
445,51.68387771923425,55.58820006989121,2010-03-22,2.1
446,51.68387771923425,55.58820006989121,2010-03-23,1.9
447,51.68387771923425,55.58820006989121,2010-03-24,-3.0
448,51.68387771923425,55.58820006989121,2010-03-25,-0.4
449,51.68387771923425,55.58820006989121,2010-03-26,-6.5
450,51.68387771923425,55.58820006989121,2010-03-27,-7.6
451,51.68387771923425,55.58820006989121,2010-03-28,-2.0
452,51.68387771923425,55.58820006989121,2010-03-29,-3.0
453,51.68387771923425,55.58820006989121,2010-03-30,-1.3
454,51.68387771923425,55.58820006989121,2010-03-31,0.7
455,51.68387771923425,55.58820006989121,2010-04-01,0.9
456,51.68387771923425,55.58820006989121,2010-04-02,2.1
457,51.68387771923425,55.58820006989121,2010-04-03,0.7
458,51.68387771923425,55.58820006989121,2010-04-04,3.8
459,51.68387771923425,55.58820006989121,2010-04-05,2.2
460,51.68387771923425,55.58820006989121,2010-04-06,4.1
461,51.68387771923425,55.58820006989121,2010-04-07,1.9
462,51.68387771923425,55.58820006989121,2010-04-08,-0.3
463,51.68387771923425,55.58820006989121,2010-04-09,1.9
464,51.68387771923425,55.58820006989121,2010-04-10,3.8
465,51.68387771923425,55.58820006989121,2010-04-11,4.1
466,51.68387771923425,55.58820006989121,2010-04-12,2.8
467,51.68387771923425,55.58820006989121,2010-04-13,4.7
468,51.68387771923425,55.58820006989121,2010-04-14,3.4
469,51.68387771923425,55.58820006989121,2010-04-15,3.4
470,51.68387771923425,55.58820006989121,2010-04-16,6.1
471,51.68387771923425,55.58820006989121,2010-04-17,9.3
472,51.68387771923425,55.58820006989121,2010-04-18,11.4
